1536 5 -58.3424412207 122.388664916 0.1144 1
1537 12 -2.75014343724 11.2040693491 0.1782 1
1538 32 -56.0821999754 117.868182425 0.097 1
1539 24 -11.2496138984 28.2030102714 0.184 1
1540 8 -41.1186849454 87.9411523655 0.1086 1
1541 11 -170.221212887 346.146208248 0.0912 1
1542 7 -16.3827695943 38.4693216632 0.2246 1
1543 7 -22.6174117868 50.9386060482 0.155 1
1544 13 -54.4283568921 114.560496259 0.1376 1
1545 25 -68.0315128658 141.766808206 0.1434 1
1546 12 -15.987853435 37.6794893446 0.2188 1
1547 23 -205.553459037 416.810700548 0.0216 1
1549 27 -70.5980881968 146.899958868 0.1434 1
1550 4 -115.876577918 237.456938311 0.1144 1
1553 11 -111.395938684 228.495659842 0.126 1
140 11 -52.9017959182 111.507374311 0.2478 1
141 4 -29.1313174861 63.9664174469 0.184 1
142 10 -126.814880976 259.333544427 0.1724 1
143 21 -163.568193811 332.840170097 0.0796 1
144 16 -16.1882486554 38.0802797855 0.1724 1
145 10 -0.632630449985 6.96904337463 0.3 1
146 24 -52.5719520009 110.847686476 0.1318 1
147 11 -8.1693657733 22.0425140213 0.1782 1
148 3 -157.111407748 319.92659797 0.1028 1
149 5 -63.7946903417 133.293163158 0.1434 1
150 25 -28.3951990777 62.4941806301 0.155 1
151 21 -123.765489991 253.234762457 0.1144 1
152 9 -47.7376722417 101.179126958 0.1724 1
153 15 -189.946222459 385.596227393 0.0622 1
154 3 -3.53317377561 12.7701300259 0.2536 1
155 0 -29.396313854 64.4964101827 0.2246 1
157 8 -86.6648401729 179.03346282 0.1144 1
158 9 -0.342714239054 6.38921095276 0.3 1
159 15 -5.13791709259 15.9796166598 0.1724 1
160 29 -0.243806708725 6.19139589211 0.3 1
161 4 -11.0975996406 27.8989817559 0.2652 1
162 19 -187.659252693 381.02228786 0.0622 1
163 3 -8.42680525177 22.5573929782 0.184 1
164 2 -14.8695416351 35.4428657449 0.1956 1
165 12 -166.747898805 339.199580085 0.0912 1
166 1 -7.4350207472 20.5738239691 0.1492 1
168 37 -139.203085625 284.109953724 0.1144 1
170 12 -144.561402047 294.826586568 0.1318 1
171 5 -6.89424409001 19.4922706547 0.1434 1
172 9 -0.293260948293 6.29030437124 0.3 1
173 5 -18.4746138805 42.6530102357 0.1608 1
174 1 -34.7611112356 75.2260049458 0.1318 1
175 12 -38.5005148987 82.7048122721 0.1492 1
176 21 -135.087936433 275.87965534 0.0912 1
177 40 -192.322517288 390.348817051 0.0448 1
178 8 -23.1808594855 52.0655014456 0.1376 1
179 4 -44.0552475971 93.8142776688 0.126 1
180 8 -25.5837523748 56.8712872243 0.1144 1
181 4 -18.4083545535 42.5204915816 0.126 1
183 5 -61.2051453018 128.114073078 0.1318 1
184 3 -170.604978198 346.913738872 0.1028 1
185 7 -12.0017511495 29.7072847737 0.1956 1
186 11 -17.1458491957 39.9954808661 0.242 1
187 8 -31.1998256768 68.1034338283 0.1782 1
188 20 -16.3813415045 38.4664654836 0.1492 1
189 3 -116.879726905 239.463236284 0.1086 1
190 32 -176.387843357 358.479469188 0.0796 1
192 7 -43.1609893712 92.025761217 0.1492 1
193 2 -50.8097418264 107.323266128 0.1492 1
194 9 -14.6742721799 35.0523268344 0.1898 1
195 9 -159.378134765 324.460052004 0.1086 1
196 0 -24.8052492142 55.314280903 0.1318 1
197 23 -156.685844959 319.075472392 0.0854 1
198 8 -3.97413491203 13.6520522987 0.2942 1
199 11 -42.3401556957 90.384093866 0.1492 1
200 22 -23.3533777367 52.4105379481 0.184 1
202 17 -41.2486230705 88.2010286157 0.1376 1
203 7 -66.4934724383 138.690727351 0.184 1
204 22 -18.0918230487 41.8874285721 0.1956 1
206 32 -53.7335536878 113.17088985 0.1608 1
207 6 -30.1017407232 65.907263921 0.2304 1
208 34 -51.2507954949 108.205373464 0.1086 1
212 1 -113.028732694 231.761247863 0.1492 1
213 18 -208.138915191 421.981612856 0.01 1
215 8 -88.2155084058 182.134799286 0.1434 1
216 1 -50.2723911659 106.248564806 0.1434 1
217 16 -3.06112756332 11.8260376013 0.2072 1
218 3 -120.651545623 247.006873722 0.1318 1
220 26 -17.7906343074 41.2850510895 0.2536 1
221 3 -116.362455529 238.428693533 0.1202 1
223 15 -5.90178791783 17.5073583103 0.1898 1
225 4 -52.278792989 110.261368453 0.1434 1
226 22 -20.0828597408 45.8695019562 0.1492 1
227 39 -130.622290149 266.948362772 0.1086 1
228 12 -147.306826266 300.317435007 0.1434 1
229 16 -54.6267627144 114.957307904 0.1434 1
230 8 -15.8339627867 37.371708048 0.213 1
231 40 -37.4487190632 80.6012206011 0.1434 1
232 7 -129.716352563 265.1364876 0.1492 1
234 8 -18.3458685888 42.3955196523 0.1608 1
235 11 -119.617590338 244.93896315 0.126 1
236 12 -177.455583531 360.614949537 0.0912 1
237 3 -39.4386614569 84.5811053885 0.126 1
238 25 -157.733871501 321.171525476 0.1144 1
240 3 -63.0560187429 131.815819961 0.155 1
241 4 -45.0440214459 95.7918253665 0.126 1
242 7 -33.9953380526 73.6944585799 0.1608 1
243 13 -145.764589537 297.232961548 0.126 1
244 28 -27.9939082674 61.6915990094 0.1724 1
245 9 -31.2609717661 68.2257260069 0.1318 1
247 15 -159.106071189 323.915924852 0.126 1
248 35 -95.1649244091 196.033631293 0.097 1
253 4 -75.0572342495 155.818250974 0.1724 1
256 10 -24.1700123232 54.0438071211 0.1666 1
257 24 -17.215634484 40.1350514427 0.242 1
258 8 -47.4317444119 100.567271298 0.1086 1
259 14 -45.5808062802 96.865395035 0.1608 1
260 13 -14.0784920265 33.8607665277 0.184 1
261 7 -184.658933343 375.02164916 0.068 1
262 11 -145.867456953 297.438696381 0.126 1
263 8 -19.862467102 45.4287166786 0.2304 1
264 3 -56.9608438832 119.625470241 0.1782 1
1519 17 -62.6281050392 130.959992553 0.126 1
1520 4 -6.18991649016 18.083615455 0.2072 1
1521 17 -27.0848804192 59.873543313 0.1434 1
1523 14 -47.5474027665 100.798588008 0.0912 1
1524 11 -138.950735572 283.605253619 0.1202 1
1525 12 -133.997276907 273.698336288 0.126 1
1526 11 -34.4904151012 74.684612677 0.1376 1
1527 15 -26.6560205866 59.0158236479 0.1898 1
1528 2 -104.825749727 215.355281929 0.1144 1
1529 2 -16.1951805999 38.0941436744 0.1666 1
1530 15 -6.29746369402 18.2987098627 0.213 1
1531 10 -84.9154073945 175.534597264 0.1376 1
1532 15 -0.778888566055 7.26155960677 0.3 1
1533 22 -7.40294105945 20.5096645935 0.1434 1
1534 19 -5.54582340112 16.7954292769 0.184 1
1535 15 -87.8321971281 181.368176731 0.1086 1
1536 5 -49.7247509884 105.153284451 0.1318 2
1537 12 -20.5921597735 46.8881020217 0.1898 2
1538 32 -124.441168018 254.58611851 0.126 2
1539 24 -21.9783159562 49.660414387 0.1724 2
1540 8 -100.80971263 207.323207734 0.1434 2
1541 11 -153.457523842 312.618830159 0.1202 2
1542 7 -152.513436257 310.730654988 0.1202 2
1543 7 -7.89537769597 21.4945378666 0.2942 2
1544 13 -107.677483385 221.058749244 0.1376 2
1545 25 -161.627041611 328.957865698 0.1028 2
1546 12 -20.3984793664 46.5007412074 0.2362 2
1547 23 -206.899456632 419.502695738 0.0158 2
1549 27 -6.72701949526 19.1578214652 0.2362 2
1550 4 -146.774907325 299.253597124 0.1086 2
1553 11 -169.628141786 344.960066047 0.097 2
140 11 -62.2950621878 130.29390685 0.1782 2
141 4 -76.5774624996 158.858707474 0.1434 2
142 10 -10.659825206 27.0234328867 0.1666 2
143 21 -186.633766818 378.971316111 0.0738 2
144 16 -12.432350528 30.5684835306 0.1434 2
145 10 -61.8827926495 129.469367774 0.1492 2
146 24 -32.6799528728 71.0636882203 0.1144 2
147 11 -19.6038435251 44.9114695248 0.2246 2
148 3 -56.600508792 118.904800059 0.1608 2
149 5 -15.3020572051 36.3078968848 0.1666 2
150 25 -20.9974599387 47.698702352 0.1956 2
151 21 -132.681495666 271.066773806 0.155 2
152 9 -9.7769486198 25.2576797143 0.1434 2
153 15 -194.048934667 393.801651809 0.0622 2
154 3 -141.431238884 288.566260242 0.1492 2
155 0 -15.7473108514 37.1984041775 0.213 2
